O,N,B,S,P,Specific surface area,Smicro,Smeso,Pore volume,Vmicro,Vmeso,Rmic/mes,Dap,ID/IG,Electrolyte,Current collector,Active mass loading,Potential window,Current density,Specific capacity
8.0,8.12,0.0,0.0,0.0,1685.0,318.0,1367.0,1.2,,0.7956,0.508,2.8486646884273,0.85,3M Zn(CF3SO3)2,stainless-steel mesh,10.0,1.8,10.0,95.5
8.0,8.12,0.0,0.0,0.0,1685.0,318.0,1367.0,1.2,,0.7956,0.508,2.8486646884273,0.85,3M Zn(CF3SO3)2,stainless-steel mesh,10.0,1.8,20.0,82.3
9.75,7.83,0.0,0.0,0.0,2370.0,687.0,1683.0,2.18,,1.65244,0.319,3.67932489451477,0.85,3M Zn(CF3SO3)2,stainless-steel mesh,10.0,1.8,0.2,250.0
9.75,7.83,0.0,0.0,0.0,2370.0,687.0,1683.0,2.18,,1.65244,0.319,3.67932489451477,0.85,3M Zn(CF3SO3)2,stainless-steel mesh,10.0,1.8,0.5,217.5
9.75,7.83,0.0,0.0,0.0,2370.0,687.0,1683.0,2.18,,1.65244,0.319,3.67932489451477,0.85,3M Zn(CF3SO3)2,stainless-steel mesh,10.0,1.8,1.0,184.3
9.75,7.83,0.0,0.0,0.0,2370.0,687.0,1683.0,2.18,,1.65244,0.319,3.67932489451477,0.85,3M Zn(CF3SO3)2,stainless-steel mesh,10.0,1.8,2.0,163.5
9.75,7.83,0.0,0.0,0.0,2370.0,687.0,1683.0,2.18,,1.65244,0.319,3.67932489451477,0.85,3M Zn(CF3SO3)2,stainless-steel mesh,10.0,1.8,5.0,156.8
9.75,7.83,0.0,0.0,0.0,2370.0,687.0,1683.0,2.18,,1.65244,0.319,3.67932489451477,0.85,3M Zn(CF3SO3)2,stainless-steel mesh,10.0,1.8,10.0,151.9
9.75,7.83,0.0,0.0,0.0,2370.0,687.0,1683.0,2.18,,1.65244,0.319,3.67932489451477,0.85,3M Zn(CF3SO3)2,stainless-steel mesh,10.0,1.8,20.0,149.2
9.75,7.83,0.0,0.0,0.0,2370.0,687.0,1683.0,2.18,,1.65244,0.319,3.67932489451477,0.85,3M Zn(CF3SO3)2,stainless-steel mesh,5.0,1.8,0.2,268.0
9.75,7.83,0.0,0.0,0.0,2370.0,687.0,1683.0,2.18,,1.65244,0.319,3.67932489451477,0.85,3M Zn(CF3SO3)2,stainless-steel mesh,20.0,1.8,0.2,210.0
4.41,12.14,0.0,0.0,0.0,494.0,388.0,,0.27,0.17,,1.7,2.18623481781377,3.1,2M ZnSO4,stainless steel,1.0,1.6,0.2,138.5
4.41,12.14,0.0,0.0,0.0,494.0,388.0,,0.27,0.17,,1.7,2.18623481781377,3.1,2M ZnSO4,stainless steel,1.0,1.6,0.5,112.9
4.41,12.14,0.0,0.0,0.0,494.0,388.0,,0.27,0.17,,1.7,2.18623481781377,3.1,2M ZnSO4,stainless steel,1.0,1.6,1.0,98.1
4.41,12.14,0.0,0.0,0.0,494.0,388.0,,0.27,0.17,,1.7,2.18623481781377,3.1,2M ZnSO4,stainless steel,1.0,1.6,2.0,89.3
4.41,12.14,0.0,0.0,0.0,494.0,388.0,,0.27,0.17,,1.7,2.18623481781377,3.1,2M ZnSO4,stainless steel,1.0,1.6,5.0,77.6
4.41,12.14,0.0,0.0,0.0,494.0,388.0,,0.27,0.17,,1.7,2.18623481781377,3.1,2M ZnSO4,stainless steel,1.0,1.6,10.0,69.0
4.41,12.14,0.0,0.0,0.0,494.0,388.0,,0.27,0.17,,1.7,2.18623481781377,3.1,2M ZnSO4,stainless steel,1.0,1.6,20.0,61.8
4.41,12.14,0.0,0.0,0.0,494.0,388.0,,0.27,0.17,,1.7,2.18623481781377,3.1,2M ZnSO4,stainless steel,1.0,1.6,40.0,48.7
4.41,12.14,0.0,0.0,0.0,494.0,388.0,,0.27,0.17,,1.7,2.18623481781377,3.1,2M ZnSO4,stainless steel,1.0,1.6,60.0,38.7
4.41,12.14,0.0,0.0,0.0,494.0,388.0,,0.27,0.17,,1.7,2.18623481781377,3.1,2M ZnSO4,stainless steel,1.0,1.6,80.0,28.8
5.51,5.19,0.0,0.0,0.0,642.0,288.0,,0.58,0.09,,0.184,3.61370716510903,3.5,2M ZnSO4,stainless steel,1.0,1.6,0.2,149.9
5.51,5.19,0.0,0.0,0.0,642.0,288.0,,0.58,0.09,,0.184,3.61370716510903,3.5,2M ZnSO4,stainless steel,1.0,1.6,0.5,128.2
5.51,5.19,0.0,0.0,0.0,642.0,288.0,,0.58,0.09,,0.184,3.61370716510903,3.5,2M ZnSO4,stainless steel,1.0,1.6,1.0,112.4
5.51,5.19,0.0,0.0,0.0,642.0,288.0,,0.58,0.09,,0.184,3.61370716510903,3.5,2M ZnSO4,stainless steel,1.0,1.6,2.0,102.5
5.51,5.19,0.0,0.0,0.0,642.0,288.0,,0.58,0.09,,0.184,3.61370716510903,3.5,2M ZnSO4,stainless steel,1.0,1.6,5.0,90.9
5.51,5.19,0.0,0.0,0.0,642.0,288.0,,0.58,0.09,,0.184,3.61370716510903,3.5,2M ZnSO4,stainless steel,1.0,1.6,10.0,83.2
5.51,5.19,0.0,0.0,0.0,642.0,288.0,,0.58,0.09,,0.184,3.61370716510903,3.5,2M ZnSO4,stainless steel,1.0,1.6,20.0,73.8
5.51,5.19,0.0,0.0,0.0,642.0,288.0,,0.58,0.09,,0.184,3.61370716510903,3.5,2M ZnSO4,stainless steel,1.0,1.6,40.0,63.3
5.51,5.19,0.0,0.0,0.0,642.0,288.0,,0.58,0.09,,0.184,3.61370716510903,3.5,2M ZnSO4,stainless steel,1.0,1.6,60.0,55.4
5.51,5.19,0.0,0.0,0.0,642.0,288.0,,0.58,0.09,,0.184,3.61370716510903,3.5,2M ZnSO4,stainless steel,1.0,1.6,80.0,46.9
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,1.0,1.6,0.2,212.0
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,1.0,1.6,0.5,189.9
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,1.0,1.6,1.0,171.8
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,1.0,1.6,2.0,155.1
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,1.0,1.6,5.0,145.9
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,1.0,1.6,10.0,134.2
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,1.0,1.6,20.0,126.2
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,1.0,1.6,40.0,114.0
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,1.0,1.6,60.0,104.4
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,1.0,1.6,80.0,93.4
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,3.0,1.6,0.2,174.9
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,5.0,1.6,0.2,157.2
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,10.0,1.6,0.2,134.0
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,20.0,1.6,0.2,107.2
11.74,6.67,0.0,0.0,4.7,1702.0,1154.0,,1.29,0.52,,0.675,3.03172737955347,4.4,2M ZnSO4,stainless steel,40.0,1.6,0.2,87.7
7.41,0.53,0.0,0.0,0.0,1398.16,1037.82,,0.79,0.53,,2.03846153846154,2.26011329175488,0.7,1M ZnSO4,stainless steel,1.0,1.6,0.2,94.6
7.41,0.53,0.0,0.0,0.0,1398.16,1037.82,,0.79,0.53,,2.03846153846154,2.26011329175488,0.7,1M ZnSO4,stainless steel,1.0,1.6,0.5,84.0
7.41,0.53,0.0,0.0,0.0,1398.16,1037.82,,0.79,0.53,,2.03846153846154,2.26011329175488,0.7,1M ZnSO4,stainless steel,1.0,1.6,0.8,80.3
7.41,0.53,0.0,0.0,0.0,1398.16,1037.82,,0.79,0.53,,2.03846153846154,2.26011329175488,0.7,1M ZnSO4,stainless steel,1.0,1.6,1.0,77.9
7.41,0.53,0.0,0.0,0.0,1398.16,1037.82,,0.79,0.53,,2.03846153846154,2.26011329175488,0.7,1M ZnSO4,stainless steel,1.0,1.6,2.0,75.0
7.41,0.53,0.0,0.0,0.0,1398.16,1037.82,,0.79,0.53,,2.03846153846154,2.26011329175488,0.7,1M ZnSO4,stainless steel,1.0,1.6,5.0,71.3
7.41,0.53,0.0,0.0,0.0,1398.16,1037.82,,0.79,0.53,,2.03846153846154,2.26011329175488,0.7,1M ZnSO4,stainless steel,1.0,1.6,8.0,67.5
7.41,0.53,0.0,0.0,0.0,1398.16,1037.82,,0.79,0.53,,2.03846153846154,2.26011329175488,0.7,1M ZnSO4,stainless steel,1.0,1.6,10.0,65.7
6.75,2.16,1.16,0.0,0.0,2363.18,1076.78,,1.33,0.53,,0.6625,2.25120388628881,0.79,1M ZnSO4,stainless steel,1.0,1.6,0.2,135.3
6.75,2.16,1.16,0.0,0.0,2363.18,1076.78,,1.33,0.53,,0.6625,2.25120388628881,0.79,1M ZnSO4,stainless steel,1.0,1.6,0.5,110.1
6.75,2.16,1.16,0.0,0.0,2363.18,1076.78,,1.33,0.53,,0.6625,2.25120388628881,0.79,1M ZnSO4,stainless steel,1.0,1.6,0.8,102.2
6.75,2.16,1.16,0.0,0.0,2363.18,1076.78,,1.33,0.53,,0.6625,2.25120388628881,0.79,1M ZnSO4,stainless steel,1.0,1.6,1.0,99.2
6.75,2.16,1.16,0.0,0.0,2363.18,1076.78,,1.33,0.53,,0.6625,2.25120388628881,0.79,1M ZnSO4,stainless steel,1.0,1.6,2.0,92.6
6.75,2.16,1.16,0.0,0.0,2363.18,1076.78,,1.33,0.53,,0.6625,2.25120388628881,0.79,1M ZnSO4,stainless steel,1.0,1.6,5.0,86.7
6.75,2.16,1.16,0.0,0.0,2363.18,1076.78,,1.33,0.53,,0.6625,2.25120388628881,0.79,1M ZnSO4,stainless steel,1.0,1.6,8.0,83.9
6.75,2.16,1.16,0.0,0.0,2363.18,1076.78,,1.33,0.53,,0.6625,2.25120388628881,0.79,1M ZnSO4,stainless steel,1.0,1.6,10.0,82.0
10.36,3.74,1.11,0.0,0.0,803.95,662.11,,0.53,0.35,,1.94444444444444,2.63697991168605,0.75,1M ZnSO4,stainless steel,1.0,1.6,0.2,144.6
10.36,3.74,1.11,0.0,0.0,803.95,662.11,,0.53,0.35,,1.94444444444444,2.63697991168605,0.75,1M ZnSO4,stainless steel,1.0,1.6,0.5,122.9
10.36,3.74,1.11,0.0,0.0,803.95,662.11,,0.53,0.35,,1.94444444444444,2.63697991168605,0.75,1M ZnSO4,stainless steel,1.0,1.6,0.8,112.8
10.36,3.74,1.11,0.0,0.0,803.95,662.11,,0.53,0.35,,1.94444444444444,2.63697991168605,0.75,1M ZnSO4,stainless steel,1.0,1.6,1.0,107.1
10.36,3.74,1.11,0.0,0.0,803.95,662.11,,0.53,0.35,,1.94444444444444,2.63697991168605,0.75,1M ZnSO4,stainless steel,1.0,1.6,2.0,96.7
10.36,3.74,1.11,0.0,0.0,803.95,662.11,,0.53,0.35,,1.94444444444444,2.63697991168605,0.75,1M ZnSO4,stainless steel,1.0,1.6,5.0,85.6
10.36,3.74,1.11,0.0,0.0,803.95,662.11,,0.53,0.35,,1.94444444444444,2.63697991168605,0.75,1M ZnSO4,stainless steel,1.0,1.6,8.0,77.1
10.36,3.74,1.11,0.0,0.0,803.95,662.11,,0.53,0.35,,1.94444444444444,2.63697991168605,0.75,1M ZnSO4,stainless steel,1.0,1.6,10.0,73.1
6.89,1.57,1.05,0.0,0.0,1678.38,1065.52,,1.04,0.54,,1.08,2.47858053599304,0.82,1M ZnSO4,stainless steel,1.0,1.6,0.2,185.3
6.89,1.57,1.05,0.0,0.0,1678.38,1065.52,,1.04,0.54,,1.08,2.47858053599304,0.82,1M ZnSO4,stainless steel,1.0,1.6,0.5,134.8
6.89,1.57,1.05,0.0,0.0,1678.38,1065.52,,1.04,0.54,,1.08,2.47858053599304,0.82,1M ZnSO4,stainless steel,1.0,1.6,0.8,125.0
6.89,1.57,1.05,0.0,0.0,1678.38,1065.52,,1.04,0.54,,1.08,2.47858053599304,0.82,1M ZnSO4,stainless steel,1.0,1.6,1.0,119.7
6.89,1.57,1.05,0.0,0.0,1678.38,1065.52,,1.04,0.54,,1.08,2.47858053599304,0.82,1M ZnSO4,stainless steel,1.0,1.6,2.0,111.3
6.89,1.57,1.05,0.0,0.0,1678.38,1065.52,,1.04,0.54,,1.08,2.47858053599304,0.82,1M ZnSO4,stainless steel,1.0,1.6,5.0,101.5
6.89,1.57,1.05,0.0,0.0,1678.38,1065.52,,1.04,0.54,,1.08,2.47858053599304,0.82,1M ZnSO4,stainless steel,1.0,1.6,8.0,98.6
6.89,1.57,1.05,0.0,0.0,1678.38,1065.52,,1.04,0.54,,1.08,2.47858053599304,0.82,1M ZnSO4,stainless steel,1.0,1.6,10.0,95.2
5.49,2.86,1.36,0.0,0.0,1590.46,177.35,,1.32,0.08,,0.0645161290322581,3.31979427335488,0.71,1M ZnSO4,stainless steel,1.0,1.6,0.2,84.0
5.49,2.86,1.36,0.0,0.0,1590.46,177.35,,1.32,0.08,,0.0645161290322581,3.31979427335488,0.71,1M ZnSO4,stainless steel,1.0,1.6,0.5,69.1
5.49,2.86,1.36,0.0,0.0,1590.46,177.35,,1.32,0.08,,0.0645161290322581,3.31979427335488,0.71,1M ZnSO4,stainless steel,1.0,1.6,0.8,64.9
5.49,2.86,1.36,0.0,0.0,1590.46,177.35,,1.32,0.08,,0.0645161290322581,3.31979427335488,0.71,1M ZnSO4,stainless steel,1.0,1.6,1.0,63.0
5.49,2.86,1.36,0.0,0.0,1590.46,177.35,,1.32,0.08,,0.0645161290322581,3.31979427335488,0.71,1M ZnSO4,stainless steel,1.0,1.6,2.0,58.8
5.49,2.86,1.36,0.0,0.0,1590.46,177.35,,1.32,0.08,,0.0645161290322581,3.31979427335488,0.71,1M ZnSO4,stainless steel,1.0,1.6,5.0,56.9
5.49,2.86,1.36,0.0,0.0,1590.46,177.35,,1.32,0.08,,0.0645161290322581,3.31979427335488,0.71,1M ZnSO4,stainless steel,1.0,1.6,8.0,55.1
5.49,2.86,1.36,0.0,0.0,1590.46,177.35,,1.32,0.08,,0.0645161290322581,3.31979427335488,0.71,1M ZnSO4,stainless steel,1.0,1.6,10.0,53.2
3.37,0.0,0.0,0.0,0.0,3252.6,903.5,2349.1,3.428,0.341,,0.110463232912213,4.21570435958925,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.3,98.2
3.37,0.0,0.0,0.0,0.0,3252.6,903.5,2349.1,3.428,0.341,,0.110463232912213,4.21570435958925,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.5,94.2
3.37,0.0,0.0,0.0,0.0,3252.6,903.5,2349.1,3.428,0.341,,0.110463232912213,4.21570435958925,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,1.0,89.5
3.37,0.0,0.0,0.0,0.0,3252.6,903.5,2349.1,3.428,0.341,,0.110463232912213,4.21570435958925,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,3.0,80.1
3.37,0.0,0.0,0.0,0.0,3252.6,903.5,2349.1,3.428,0.341,,0.110463232912213,4.21570435958925,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,5.0,76.2
3.37,0.0,0.0,0.0,0.0,3252.6,903.5,2349.1,3.428,0.341,,0.110463232912213,4.21570435958925,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,8.0,73.0
3.37,0.0,0.0,0.0,0.0,3252.6,903.5,2349.1,3.428,0.341,,0.110463232912213,4.21570435958925,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,10.0,67.9
3.37,0.0,0.0,0.0,0.0,3252.6,903.5,2349.1,3.428,0.341,,0.110463232912213,4.21570435958925,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,20.0,61.2
3.37,0.0,0.0,0.0,0.0,3252.6,903.5,2349.1,3.428,0.341,,0.110463232912213,4.21570435958925,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,30.0,56.4
2.75,0.95,0.0,0.0,0.0,1687.1,472.1,1215.0,1.75,0.161,,0.101321585903084,4.1491316460198,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.3,111.6
2.75,0.95,0.0,0.0,0.0,1687.1,472.1,1215.0,1.75,0.161,,0.101321585903084,4.1491316460198,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.5,105.1
2.75,0.95,0.0,0.0,0.0,1687.1,472.1,1215.0,1.75,0.161,,0.101321585903084,4.1491316460198,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,1.0,102.0
2.75,0.95,0.0,0.0,0.0,1687.1,472.1,1215.0,1.75,0.161,,0.101321585903084,4.1491316460198,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,3.0,96.6
2.75,0.95,0.0,0.0,0.0,1687.1,472.1,1215.0,1.75,0.161,,0.101321585903084,4.1491316460198,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,5.0,92.4
2.75,0.95,0.0,0.0,0.0,1687.1,472.1,1215.0,1.75,0.161,,0.101321585903084,4.1491316460198,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,8.0,90.0
2.75,0.95,0.0,0.0,0.0,1687.1,472.1,1215.0,1.75,0.161,,0.101321585903084,4.1491316460198,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,10.0,88.5
2.75,0.95,0.0,0.0,0.0,1687.1,472.1,1215.0,1.75,0.161,,0.101321585903084,4.1491316460198,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,20.0,79.9
2.75,0.95,0.0,0.0,0.0,1687.1,472.1,1215.0,1.75,0.161,,0.101321585903084,4.1491316460198,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,30.0,72.4
1.91,2.99,0.0,0.0,0.0,2330.9,466.5,1864.4,2.756,0.262,,0.105052125100241,4.72950362520915,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.3,125.3
1.91,2.99,0.0,0.0,0.0,2330.9,466.5,1864.4,2.756,0.262,,0.105052125100241,4.72950362520915,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.5,117.3
1.91,2.99,0.0,0.0,0.0,2330.9,466.5,1864.4,2.756,0.262,,0.105052125100241,4.72950362520915,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,1.0,115.3
1.91,2.99,0.0,0.0,0.0,2330.9,466.5,1864.4,2.756,0.262,,0.105052125100241,4.72950362520915,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,3.0,105.9
1.91,2.99,0.0,0.0,0.0,2330.9,466.5,1864.4,2.756,0.262,,0.105052125100241,4.72950362520915,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,5.0,99.8
1.91,2.99,0.0,0.0,0.0,2330.9,466.5,1864.4,2.756,0.262,,0.105052125100241,4.72950362520915,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,8.0,97.5
1.91,2.99,0.0,0.0,0.0,2330.9,466.5,1864.4,2.756,0.262,,0.105052125100241,4.72950362520915,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,10.0,94.5
1.91,2.99,0.0,0.0,0.0,2330.9,466.5,1864.4,2.756,0.262,,0.105052125100241,4.72950362520915,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,20.0,88.9
1.91,2.99,0.0,0.0,0.0,2330.9,466.5,1864.4,2.756,0.262,,0.105052125100241,4.72950362520915,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,30.0,83.1
1.9,1.3,0.0,0.0,0.0,1317.4,364.9,952.5,1.384,0.155,,0.126118795768918,4.20221648701989,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.3,107.6
1.9,1.3,0.0,0.0,0.0,1317.4,364.9,952.5,1.384,0.155,,0.126118795768918,4.20221648701989,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.5,103.0
1.9,1.3,0.0,0.0,0.0,1317.4,364.9,952.5,1.384,0.155,,0.126118795768918,4.20221648701989,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,1.0,99.7
1.9,1.3,0.0,0.0,0.0,1317.4,364.9,952.5,1.384,0.155,,0.126118795768918,4.20221648701989,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,3.0,91.6
1.9,1.3,0.0,0.0,0.0,1317.4,364.9,952.5,1.384,0.155,,0.126118795768918,4.20221648701989,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,5.0,88.7
1.9,1.3,0.0,0.0,0.0,1317.4,364.9,952.5,1.384,0.155,,0.126118795768918,4.20221648701989,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,8.0,82.4
1.9,1.3,0.0,0.0,0.0,1317.4,364.9,952.5,1.384,0.155,,0.126118795768918,4.20221648701989,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,10.0,79.6
1.9,1.3,0.0,0.0,0.0,1317.4,364.9,952.5,1.384,0.155,,0.126118795768918,4.20221648701989,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,20.0,71.9
1.9,1.3,0.0,0.0,0.0,1317.4,364.9,952.5,1.384,0.155,,0.126118795768918,4.20221648701989,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,30.0,63.1
9.92,0.0,0.0,0.0,0.0,1667.33,,,1.23,0.65,0.57,1.14,2.95082557142257,1.1,2M ZnSO4,stainless-steel mesh,,1.6,0.5,101.2
9.92,0.0,0.0,0.0,0.0,1667.33,,,1.23,0.65,0.57,1.14,2.95082557142257,1.1,2M ZnSO4,stainless-steel mesh,,1.6,1.0,92.4
9.92,0.0,0.0,0.0,0.0,1667.33,,,1.23,0.65,0.57,1.14,2.95082557142257,1.1,2M ZnSO4,stainless-steel mesh,,1.6,2.0,84.3
9.92,0.0,0.0,0.0,0.0,1667.33,,,1.23,0.65,0.57,1.14,2.95082557142257,1.1,2M ZnSO4,stainless-steel mesh,,1.6,3.0,79.8
9.92,0.0,0.0,0.0,0.0,1667.33,,,1.23,0.65,0.57,1.14,2.95082557142257,1.1,2M ZnSO4,stainless-steel mesh,,1.6,4.0,77.2
9.92,0.0,0.0,0.0,0.0,1667.33,,,1.23,0.65,0.57,1.14,2.95082557142257,1.1,2M ZnSO4,stainless-steel mesh,,1.6,5.0,75.8
9.92,0.0,0.0,0.0,0.0,1667.33,,,1.23,0.65,0.57,1.14,2.95082557142257,1.1,2M ZnSO4,stainless-steel mesh,,1.6,10.0,68.2
9.92,0.0,0.0,0.0,0.0,1667.33,,,1.23,0.65,0.57,1.14,2.95082557142257,1.1,2M ZnSO4,stainless-steel mesh,,1.6,20.0,61.0
9.53,0.0,0.0,2.59,0.0,1886.8,,,1.23,0.69,0.54,1.278,2.60758956964172,1.13,2M ZnSO4,stainless-steel mesh,,1.6,0.5,113.3
9.53,0.0,0.0,2.59,0.0,1886.8,,,1.23,0.69,0.54,1.278,2.60758956964172,1.13,2M ZnSO4,stainless-steel mesh,,1.6,1.0,104.9
9.53,0.0,0.0,2.59,0.0,1886.8,,,1.23,0.69,0.54,1.278,2.60758956964172,1.13,2M ZnSO4,stainless-steel mesh,,1.6,2.0,97.5
9.53,0.0,0.0,2.59,0.0,1886.8,,,1.23,0.69,0.54,1.278,2.60758956964172,1.13,2M ZnSO4,stainless-steel mesh,,1.6,3.0,93.4
9.53,0.0,0.0,2.59,0.0,1886.8,,,1.23,0.69,0.54,1.278,2.60758956964172,1.13,2M ZnSO4,stainless-steel mesh,,1.6,4.0,89.9
9.53,0.0,0.0,2.59,0.0,1886.8,,,1.23,0.69,0.54,1.278,2.60758956964172,1.13,2M ZnSO4,stainless-steel mesh,,1.6,5.0,87.0
9.53,0.0,0.0,2.59,0.0,1886.8,,,1.23,0.69,0.54,1.278,2.60758956964172,1.13,2M ZnSO4,stainless-steel mesh,,1.6,10.0,78.5
9.53,0.0,0.0,2.59,0.0,1886.8,,,1.23,0.69,0.54,1.278,2.60758956964172,1.13,2M ZnSO4,stainless-steel mesh,,1.6,20.0,66.0
9.44,0.8,0.0,0.0,0.0,2295.25,,,1.63,0.91,0.72,1.264,2.84064916675743,1.18,2M ZnSO4,stainless-steel mesh,,1.6,0.5,114.1
9.44,0.8,0.0,0.0,0.0,2295.25,,,1.63,0.91,0.72,1.264,2.84064916675743,1.18,2M ZnSO4,stainless-steel mesh,,1.6,1.0,103.4
9.44,0.8,0.0,0.0,0.0,2295.25,,,1.63,0.91,0.72,1.264,2.84064916675743,1.18,2M ZnSO4,stainless-steel mesh,,1.6,2.0,94.5
9.44,0.8,0.0,0.0,0.0,2295.25,,,1.63,0.91,0.72,1.264,2.84064916675743,1.18,2M ZnSO4,stainless-steel mesh,,1.6,3.0,90.0
9.44,0.8,0.0,0.0,0.0,2295.25,,,1.63,0.91,0.72,1.264,2.84064916675743,1.18,2M ZnSO4,stainless-steel mesh,,1.6,4.0,86.4
9.44,0.8,0.0,0.0,0.0,2295.25,,,1.63,0.91,0.72,1.264,2.84064916675743,1.18,2M ZnSO4,stainless-steel mesh,,1.6,5.0,84.0
9.44,0.8,0.0,0.0,0.0,2295.25,,,1.63,0.91,0.72,1.264,2.84064916675743,1.18,2M ZnSO4,stainless-steel mesh,,1.6,10.0,74.4
9.44,0.8,0.0,0.0,0.0,2295.25,,,1.63,0.91,0.72,1.264,2.84064916675743,1.18,2M ZnSO4,stainless-steel mesh,,1.6,20.0,62.2
9.05,1.32,0.0,1.67,0.0,2773.02,,,1.91,1.1,0.81,1.358,2.75511896776799,1.19,2M ZnSO4,stainless-steel mesh,,1.6,0.5,135.0
9.05,1.32,0.0,1.67,0.0,2773.02,,,1.91,1.1,0.81,1.358,2.75511896776799,1.19,2M ZnSO4,stainless-steel mesh,,1.6,1.0,120.8
9.05,1.32,0.0,1.67,0.0,2773.02,,,1.91,1.1,0.81,1.358,2.75511896776799,1.19,2M ZnSO4,stainless-steel mesh,,1.6,2.0,106.0
9.05,1.32,0.0,1.67,0.0,2773.02,,,1.91,1.1,0.81,1.358,2.75511896776799,1.19,2M ZnSO4,stainless-steel mesh,,1.6,3.0,100.5
