O,N,B,S,P,SSA,Smicro,Smeso,Smicro/SSA,Vt,Vmicro,Vmeso,Vmeso/Vt,Dap,ID/IG,Electrolyte,Current density,Specific capacity
10.58,1.47,0,0,0,2290,2122,168,0.926637555,0.93,0.82,0.11,0.11827957,1.624454148,0.9567,2M ZnSO4,20,14.7
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,0.1,117.1
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,0.5,93.5
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,1,81.4
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,2,67
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,5,58.7
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,10,49.5
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,20,45.8
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,0.1,142.2
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,0.5,113.3
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,1,99.4
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,2,85.8
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,5,79.7
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,10,72.2
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,20,66.1
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,0.1,166.8
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,0.5,141.4
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,1,132
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,2,116.5
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,5,108.8
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,10,98.9
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,20,86.9
